hhld_id,Street,Accesspt_perstreet_hhld,Main municipality,Energy,Sectors,Approximate consumption (kWh),direction,Consumption year,Regio,Number of Access Points,access_pts_factor,accesspt_location,longitude,latitude
hhld256,RAMSKAPELLELAAN,19,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6955851417712853, 51.05111295253857]",3.6955851417712853,51.05111295253857
hhld257,RAMSKAPELLELAAN,20,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6956109021842423, 51.051166259510694]",3.6956109021842423,51.051166259510694
hhld258,RAMSKAPELLELAAN,21,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6956374209741596, 51.05121917229926]",3.6956374209741596,51.05121917229926
hhld259,RAMSKAPELLELAAN,22,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.695666247275785, 51.0512708857065]",3.695666247275785,51.0512708857065
hhld260,RAMSKAPELLELAAN,23,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.69569507357741, 51.05132259911374]",3.69569507357741,51.05132259911374
hhld261,RAMSKAPELLELAAN,24,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.695709645198881, 51.05137994185486]",3.695709645198881,51.05137994185486
hhld262,RAMSKAPELLELAAN,25,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.695723930978135, 51.051437397478296]",3.695723930978135,51.051437397478296
hhld263,RAMSKAPELLELAAN,26,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6957382167573893, 51.05149485310173]",3.6957382167573893,51.05149485310173
hhld264,RAMSKAPELLELAAN,27,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.695752368860263, 51.05155233218818]",3.695752368860263,51.05155233218818
hhld265,RAMSKAPELLELAAN,28,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6957585035344445, 51.05161121850175]",3.6957585035344445,51.05161121850175
hhld266,RAMSKAPELLELAAN,29,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.695764638208626, 51.05167010481532]",3.695764638208626,51.05167010481532
hhld267,RAMSKAPELLELAAN,30,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6957707728828075, 51.05172899112889]",3.6957707728828075,51.05172899112889
hhld268,RAMSKAPELLELAAN,31,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.695772808883235, 51.05178811300437]",3.695772808883235,51.05178811300437
hhld269,RAMSKAPELLELAAN,32,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6957734610310813, 51.051847314413614]",3.6957734610310813,51.051847314413614
hhld270,RAMSKAPELLELAAN,33,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6957694052624217, 51.051906347023575]",3.6957694052624217,51.051906347023575
hhld271,RAMSKAPELLELAAN,34,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.69576451498352, 51.05196534971272]",3.69576451498352,51.05196534971272
hhld272,RAMSKAPELLELAAN,35,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.695754667694982, 51.05202365169306]",3.695754667694982,51.05202365169306
hhld273,RAMSKAPELLELAAN,36,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6957430122496415, 51.05208169807751]",3.6957430122496415,51.05208169807751
hhld274,RAMSKAPELLELAAN,37,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6957313568043015, 51.052139744461954]",3.6957313568043015,51.052139744461954
hhld275,RAMSKAPELLELAAN,38,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6957164550776045, 51.05219691666536]",3.6957164550776045,51.05219691666536
hhld276,RAMSKAPELLELAAN,39,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.69569738587303, 51.05225296662156]",3.69569738587303,51.05225296662156
hhld277,RAMSKAPELLELAAN,40,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6956783166684555, 51.05230901657776]",3.6956783166684555,51.05230901657776
hhld278,RAMSKAPELLELAAN,41,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.695659247463881, 51.052365066533966]",3.695659247463881,51.052365066533966
hhld279,RAMSKAPELLELAAN,42,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6956401782593065, 51.052421116490166]",3.6956401782593065,51.052421116490166
hhld280,RAMSKAPELLELAAN,43,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.695621109054732, 51.052477166446366]",3.695621109054732,51.052477166446366
hhld281,RAMSKAPELLELAAN,44,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6956017474846696, 51.052533115640735]",3.6956017474846696,51.052533115640735
hhld282,RAMSKAPELLELAAN,45,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6955822348648044, 51.05258901277679]",3.6955822348648044,51.05258901277679
hhld283,RAMSKAPELLELAAN,46,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6955627222449396, 51.05264490991285]",3.6955627222449396,51.05264490991285
hhld284,RAMSKAPELLELAAN,47,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.695543209625075, 51.05270080704891]",3.695543209625075,51.05270080704891
hhld285,RAMSKAPELLELAAN,48,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.695543209625075, 51.05270080704891]",3.695543209625075,51.05270080704891
hhld286,TERVATESTRAAT,1,GENT,Electricity,Malem,1815.34,Decrease,2019,Regio 1,4,1,"[3.6934880187399575, 51.05202712162208]",3.6934880187399575,51.05202712162208
hhld287,TERVATESTRAAT,2,GENT,Electricity,Malem,1815.34,Decrease,2019,Regio 1,4,1,"[3.693269238649669, 51.05197155545791]",3.693269238649669,51.05197155545791
hhld288,TERVATESTRAAT,3,GENT,Electricity,Malem,1815.34,Decrease,2019,Regio 1,4,1,"[3.693347958836017, 51.05172999421015]",3.693347958836017,51.05172999421015
hhld289,TERVATESTRAAT,4,GENT,Electricity,Malem,1815.34,Decrease,2019,Regio 1,4,1,"[3.693347958836017, 51.05172999421015]",3.693347958836017,51.05172999421015
hhld290,HOUTEMLAAN,1,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.695523301472661, 51.05276057897973]",3.695523301472661,51.05276057897973
hhld291,HOUTEMLAAN,2,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.6955033933202475, 51.052820350910544]",3.6955033933202475,51.052820350910544
hhld292,HOUTEMLAAN,3,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.6954834851678338, 51.052880122841366]",3.6954834851678338,51.052880122841366
hhld293,HOUTEMLAAN,4,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.69546357701542, 51.05293989477219]",3.69546357701542,51.05293989477219
hhld294,HOUTEMLAAN,5,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.6954436688630063, 51.052999666703]",3.6954436688630063,51.052999666703
hhld295,HOUTEMLAAN,6,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.6954237607105926, 51.053059438633824]",3.6954237607105926,51.053059438633824
hhld296,HOUTEMLAAN,7,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.6953962899995316, 51.05311603793423]",3.6953962899995316,51.05311603793423
hhld297,HOUTEMLAAN,8,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.695367593963158, 51.05317212318847]",3.695367593963158,51.05317212318847
hhld298,HOUTEMLAAN,9,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.6953388979267836, 51.053228208442704]",3.6953388979267836,51.053228208442704
hhld299,HOUTEMLAAN,10,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.695310202451292, 51.05328429398391]",3.695310202451292,51.05328429398391
hhld300,HOUTEMLAAN,11,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.695275463644324, 51.05333670809088]",3.695275463644324,51.05333670809088
hhld301,HOUTEMLAAN,12,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.6952389128917456, 51.05338802144911]",3.6952389128917456,51.05338802144911
hhld302,HOUTEMLAAN,13,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.695202362139167, 51.05343933480734]",3.695202362139167,51.05343933480734
hhld303,HOUTEMLAAN,14,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.695165358980553, 51.05349029550426]",3.695165358980553,51.05349029550426
hhld304,HOUTEMLAAN,15,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.6951245172216955, 51.05353826392074]",3.6951245172216955,51.05353826392074
hhld305,HOUTEMLAAN,16,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.6950836754628376, 51.05358623233723]",3.6950836754628376,51.05358623233723
hhld306,HOUTEMLAAN,17,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.6950375905653017, 51.05362909278927]",3.6950375905653017,51.05362909278927
hhld307,HOUTEMLAAN,18,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.6949908753698533, 51.053671362193526]",3.6949908753698533,51.053671362193526
hhld308,HOUTEMLAAN,19,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.6949441765582858, 51.053713649771424]",3.6949441765582858,51.053713649771424
hhld309,HOUTEMLAAN,20,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.694897477746718, 51.05375593734932]",3.694897477746718,51.05375593734932
hhld310,HOUTEMLAAN,21,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.6948507789351503, 51.05379822492722]",3.6948507789351503,51.05379822492722
hhld311,HOUTEMLAAN,22,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.6948040801235824, 51.05384051250512]",3.6948040801235824,51.05384051250512
hhld312,HOUTEMLAAN,23,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.694757381312015, 51.05388280008302]",3.694757381312015,51.05388280008302
hhld313,HOUTEMLAAN,24,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.694710682500447, 51.053925087660915]",3.694710682500447,51.053925087660915
hhld314,HOUTEMLAAN,25,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.694664085663658, 51.05396748753356]",3.694664085663658,51.05396748753356
hhld315,HOUTEMLAAN,26,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.6946175058777797, 51.05400990618269]",3.6946175058777797,51.05400990618269
hhld316,HOUTEMLAAN,27,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.694570926091902, 51.05405232483182]",3.694570926091902,51.05405232483182
hhld317,HOUTEMLAAN,28,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.694524346306024, 51.05409474348095]",3.694524346306024,51.05409474348095
hhld318,HOUTEMLAAN,29,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.694477707675211, 51.05413709739878]",3.694477707675211,51.05413709739878
hhld319,HOUTEMLAAN,30,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.694431053613239, 51.05417943434184]",3.694431053613239,51.05417943434184
hhld320,HOUTEMLAAN,31,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.6943843995512675, 51.0542217712849]",3.6943843995512675,51.0542217712849
hhld321,HOUTEMLAAN,32,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.694337946931953, 51.054264329013684]",3.694337946931953,51.054264329013684
hhld322,HOUTEMLAAN,33,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.6942915215530694, 51.054306916599224]",3.6942915215530694,51.054306916599224
hhld323,HOUTEMLAAN,34,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.694245095862449, 51.05434950384493]",3.694245095862449,51.05434950384493
hhld324,HOUTEMLAAN,35,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.694198670171829, 51.054392091090634]",3.694198670171829,51.054392091090634
hhld325,HOUTEMLAAN,36,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.6941522444812085, 51.05443467833634]",3.6941522444812085,51.05443467833634
hhld326,HOUTEMLAAN,37,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.694105818790588, 51.054477265582044]",3.694105818790588,51.054477265582044
hhld327,HOUTEMLAAN,38,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.694059393099968, 51.05451985282775]",3.694059393099968,51.05451985282775
hhld328,HOUTEMLAAN,39,GENT,Electricity,Malem,2324.2197435897438,Decrease,2019,Regio 1,39,1,"[3.694059393099968, 51.05451985282775]",3.694059393099968,51.05451985282775
hhld329,OUD-STRIJDERSLAAN,1,GENT,Electricity,Malem,4227.811428571428,Decrease,2019,Regio 1,7,1,"[3.6927236686266722, 51.05231618771002]",3.6927236686266722,51.05231618771002
hhld330,OUD-STRIJDERSLAAN,2,GENT,Electricity,Malem,4227.811428571428,Decrease,2019,Regio 1,7,1,"[3.693090656032437, 51.05236632950758]",3.693090656032437,51.05236632950758
hhld331,OUD-STRIJDERSLAAN,3,GENT,Electricity,Malem,4227.811428571428,Decrease,2019,Regio 1,7,1,"[3.6934576434382014, 51.05241647130513]",3.6934576434382014,51.05241647130513
hhld332,OUD-STRIJDERSLAAN,4,GENT,Electricity,Malem,4227.811428571428,Decrease,2019,Regio 1,7,1,"[3.693824318546464, 51.05246881231425]",3.693824318546464,51.05246881231425
hhld333,OUD-STRIJDERSLAAN,5,GENT,Electricity,Malem,4227.811428571428,Decrease,2019,Regio 1,7,1,"[3.6941911900236093, 51.05251976212709]",3.6941911900236093,51.05251976212709
hhld334,OUD-STRIJDERSLAAN,6,GENT,Electricity,Malem,4227.811428571428,Decrease,2019,Regio 1,7,1,"[3.694558132355825, 51.052570228366775]",3.694558132355825,51.052570228366775
hhld335,OUD-STRIJDERSLAAN,7,GENT,Electricity,Malem,4227.811428571428,Decrease,2019,Regio 1,7,1,"[3.694558132355825, 51.052570228366775]",3.694558132355825,51.052570228366775
hhld336,ZESSEPTEMBERLAAN,1,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.6936590305921855, 51.053162475044644]",3.6936590305921855,51.053162475044644
hhld337,ZESSEPTEMBERLAAN,2,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.6936514932732774, 51.05314944804249]",3.6936514932732774,51.05314944804249
hhld338,ZESSEPTEMBERLAAN,3,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.6936439559543697, 51.053136421040335]",3.6936439559543697,51.053136421040335
hhld339,ZESSEPTEMBERLAAN,4,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.693636418635462, 51.05312339403818]",3.693636418635462,51.05312339403818
hhld340,ZESSEPTEMBERLAAN,5,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.6936288813165543, 51.053110367036034]",3.6936288813165543,51.053110367036034
hhld341,ZESSEPTEMBERLAAN,6,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.693621343997646, 51.05309734003388]",3.693621343997646,51.05309734003388
hhld342,ZESSEPTEMBERLAAN,7,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.6936138066787385, 51.053084313031725]",3.6936138066787385,51.053084313031725
hhld343,ZESSEPTEMBERLAAN,8,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.693606269359831, 51.05307128602957]",3.693606269359831,51.05307128602957
hhld344,ZESSEPTEMBERLAAN,9,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.6935987320409227, 51.05305825902742]",3.6935987320409227,51.05305825902742
hhld345,ZESSEPTEMBERLAAN,10,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.6935913406800385, 51.05304517835327]",3.6935913406800385,51.05304517835327
hhld346,ZESSEPTEMBERLAAN,11,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.693588642958444, 51.05303037172437]",3.693588642958444,51.05303037172437
hhld347,ZESSEPTEMBERLAAN,12,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.6935859452368494, 51.05301556509546]",3.6935859452368494,51.05301556509546
hhld348,ZESSEPTEMBERLAAN,13,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.6935832475152544, 51.05300075846655]",3.6935832475152544,51.05300075846655
hhld349,ZESSEPTEMBERLAAN,14,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.69358054979366, 51.05298595183764]",3.69358054979366,51.05298595183764
hhld350,ZESSEPTEMBERLAAN,15,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.693577852072065, 51.05297114520874]",3.693577852072065,51.05297114520874
hhld351,ZESSEPTEMBERLAAN,16,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.6935751543504702, 51.052956338579826]",3.6935751543504702,51.052956338579826
hhld352,ZESSEPTEMBERLAAN,17,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.6935724566288757, 51.05294153195092]",3.6935724566288757,51.05294153195092
hhld353,ZESSEPTEMBERLAAN,18,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.6935697496766267, 51.05292672701944]",3.6935697496766267,51.05292672701944
hhld354,ZESSEPTEMBERLAAN,19,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.693567003432425, 51.052911929313396]",3.693567003432425,51.052911929313396
hhld355,ZESSEPTEMBERLAAN,20,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.693564257188223, 51.05289713160735]",3.693564257188223,51.05289713160735
hhld356,ZESSEPTEMBERLAAN,21,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.693561510944021, 51.05288233390131]",3.693561510944021,51.05288233390131
hhld357,ZESSEPTEMBERLAAN,22,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.6935587646998194, 51.05286753619526]",3.6935587646998194,51.05286753619526
hhld358,ZESSEPTEMBERLAAN,23,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.6935560184556175, 51.052852738489214]",3.6935560184556175,51.052852738489214
hhld359,ZESSEPTEMBERLAAN,24,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.6935532722114157, 51.05283794078317]",3.6935532722114157,51.05283794078317
hhld360,ZESSEPTEMBERLAAN,25,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.6935543757663467, 51.05282297023225]",3.6935543757663467,51.05282297023225
hhld361,ZESSEPTEMBERLAAN,26,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.693555784885737, 51.05280798596236]",3.693555784885737,51.05280798596236
hhld362,ZESSEPTEMBERLAAN,27,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.6935571940051273, 51.05279300169248]",3.6935571940051273,51.05279300169248
hhld363,ZESSEPTEMBERLAAN,28,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.693558603124518, 51.0527780174226]",3.693558603124518,51.0527780174226
hhld364,ZESSEPTEMBERLAAN,29,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.693560012243908, 51.05276303315271]",3.693560012243908,51.05276303315271
hhld365,ZESSEPTEMBERLAAN,30,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.6935614213632983, 51.052748048882826]",3.6935614213632983,51.052748048882826
hhld366,ZESSEPTEMBERLAAN,31,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.6935628304826884, 51.052733064612944]",3.6935628304826884,51.052733064612944
hhld367,ZESSEPTEMBERLAAN,32,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.693564239602079, 51.052718080343055]",3.693564239602079,51.052718080343055
hhld368,ZESSEPTEMBERLAAN,33,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.693565648721469, 51.052703096073174]",3.693565648721469,51.052703096073174
hhld369,ZESSEPTEMBERLAAN,34,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.6935670578408595, 51.052688111803285]",3.6935670578408595,51.052688111803285
hhld370,ZESSEPTEMBERLAAN,35,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.6935684669602495, 51.0526731275334]",3.6935684669602495,51.0526731275334
hhld371,ZESSEPTEMBERLAAN,36,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.69356987607964, 51.05265814326352]",3.69356987607964,51.05265814326352
hhld372,ZESSEPTEMBERLAAN,37,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.6935712851990306, 51.05264315899363]",3.6935712851990306,51.05264315899363
hhld373,ZESSEPTEMBERLAAN,38,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.6935726943184206, 51.05262817472375]",3.6935726943184206,51.05262817472375
hhld374,ZESSEPTEMBERLAAN,39,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.693574103437811, 51.05261319045387]",3.693574103437811,51.05261319045387
hhld375,ZESSEPTEMBERLAAN,40,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.693575512557201, 51.05259820618398]",3.693575512557201,51.05259820618398
hhld376,ZESSEPTEMBERLAAN,41,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.6935769216765917, 51.0525832219141]",3.6935769216765917,51.0525832219141
hhld377,ZESSEPTEMBERLAAN,42,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.6935783307959817, 51.05256823764421]",3.6935783307959817,51.05256823764421
hhld378,ZESSEPTEMBERLAAN,43,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.693582498286566, 51.05255377613042]",3.693582498286566,51.05255377613042
hhld379,ZESSEPTEMBERLAAN,44,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.6935866694875923, 51.052539315319805]",3.6935866694875923,51.052539315319805
hhld380,ZESSEPTEMBERLAAN,45,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.6935908406886186, 51.0525248545092]",3.6935908406886186,51.0525248545092
hhld381,ZESSEPTEMBERLAAN,46,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.6935950118896446, 51.05251039369859]",3.6935950118896446,51.05251039369859
hhld382,ZESSEPTEMBERLAAN,47,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.693599183090671, 51.052495932887986]",3.693599183090671,51.052495932887986
hhld383,ZESSEPTEMBERLAAN,48,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.6936033542916973, 51.052481472077375]",3.6936033542916973,51.052481472077375
hhld384,ZESSEPTEMBERLAAN,49,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.6936075254927236, 51.05246701126677]",3.6936075254927236,51.05246701126677
hhld385,ZESSEPTEMBERLAAN,50,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.6936116966937496, 51.05245255045616]",3.6936116966937496,51.05245255045616
hhld386,ZESSEPTEMBERLAAN,51,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.693615867894776, 51.052438089645555]",3.693615867894776,51.052438089645555
hhld387,ZESSEPTEMBERLAAN,52,GENT,Electricity,Malem,2577.95,Decrease,2019,Regio 1,52,1,"[3.693615867894776, 51.052438089645555]",3.693615867894776,51.052438089645555
